pair_id,cover,secret,cover_source,secret_source,cover_rights_status,secret_rights_status,cover_license,secret_license,preprocessing_id,redistribution_allowed,private_archive_object_id,notes
coco-000000479126-000000199771,covers/coco-000000479126-000000199771.png,secrets/coco-000000479126-000000199771.png,COCO 2017 val image 479126 | http://images.cocodataset.org/val2017/000000479126.jpg | Flickr http://farm6.staticflickr.com/5189/5734725144_37742ab51b_z.jpg,COCO 2017 val image 199771 | http://images.cocodataset.org/val2017/000000199771.jpg | Flickr http://farm6.staticflickr.com/5035/7115744429_7d4deeb996_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=a64293cb5d4bfa0b1e6e1c0603f7a4f9892afd90f353c9ed0b250449818d5d36 secret=060235d75ac8a669d705e7685f73f53a09da291583f45faf45ac4ac1dbab4388; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000322211-000000495448,covers/coco-000000322211-000000495448.png,secrets/coco-000000322211-000000495448.png,COCO 2017 val image 322211 | http://images.cocodataset.org/val2017/000000322211.jpg | Flickr http://farm5.staticflickr.com/4044/5130573580_90d6b58622_z.jpg,COCO 2017 val image 495448 | http://images.cocodataset.org/val2017/000000495448.jpg | Flickr http://farm8.staticflickr.com/7369/9678307057_4d7bc4aaa4_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=2f32c98ccbfe199870718d9ee9c32927213e05221dfe57b2810a34bc057612e7 secret=048eaf322b75935f7441845d441567d55ebcedea1a1c9f3cbe628b35bb01120d; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000183246-000000322944,covers/coco-000000183246-000000322944.png,secrets/coco-000000183246-000000322944.png,COCO 2017 val image 183246 | http://images.cocodataset.org/val2017/000000183246.jpg | Flickr http://farm3.staticflickr.com/2259/2469205788_1473198ae0_z.jpg,COCO 2017 val image 322944 | http://images.cocodataset.org/val2017/000000322944.jpg | Flickr http://farm9.staticflickr.com/8519/8577206423_cbffa5d62e_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=25d6c62b5ee245a99b98de1f078ab5d827c6737dfe11c60815955146604b6e7b secret=e6d515c49bbe04c1d53601fd618bd4bf2b20b58ddfc8f6d80a6559f6536c59d1; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000067896-000000374545,covers/coco-000000067896-000000374545.png,secrets/coco-000000067896-000000374545.png,COCO 2017 val image 67896 | http://images.cocodataset.org/val2017/000000067896.jpg | Flickr http://farm9.staticflickr.com/8442/7997145503_9c5e040b00_z.jpg,COCO 2017 val image 374545 | http://images.cocodataset.org/val2017/000000374545.jpg | Flickr http://farm1.staticflickr.com/184/451764136_e652115475_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=41dd62010a54964537df22befdf97aab83979ffc406c89909f8eac8075841497 secret=5bd3a0dd61acf24e577cedc61b2a60f283f16ca90cdf1664052ba62603f8428e; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000415882-000000236426,covers/coco-000000415882-000000236426.png,secrets/coco-000000415882-000000236426.png,COCO 2017 val image 415882 | http://images.cocodataset.org/val2017/000000415882.jpg | Flickr http://farm3.staticflickr.com/2863/9433121554_a89e42c996_z.jpg,COCO 2017 val image 236426 | http://images.cocodataset.org/val2017/000000236426.jpg | Flickr http://farm4.staticflickr.com/3432/3897473363_7f0d22165f_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=7d0e069b095e8611362263baac6905e447882dd04e128fd83e85307b733fb753 secret=477054c151b504918e9e395a45b2cbc1ea8f0272ff61f68cc242da1609f11359; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000022705-000000343315,covers/coco-000000022705-000000343315.png,secrets/coco-000000022705-000000343315.png,COCO 2017 val image 22705 | http://images.cocodataset.org/val2017/000000022705.jpg | Flickr http://farm3.staticflickr.com/2338/1940631815_acd4f4458e_z.jpg,COCO 2017 val image 343315 | http://images.cocodataset.org/val2017/000000343315.jpg | Flickr http://farm7.staticflickr.com/6191/6036538152_47397ac96d_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=01627a2e4b79593b0debcffcdcf9b6c795d0d9e71aa2a3e9e22a9db05a70bc85 secret=b094313886932ec44a42f09bb1d24452abfdac6340111e55395db104d9c07737; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000229753-000000434297,covers/coco-000000229753-000000434297.png,secrets/coco-000000229753-000000434297.png,COCO 2017 val image 229753 | http://images.cocodataset.org/val2017/000000229753.jpg | Flickr http://farm4.staticflickr.com/3271/2787713866_34ab4ca3d3_z.jpg,COCO 2017 val image 434297 | http://images.cocodataset.org/val2017/000000434297.jpg | Flickr http://farm5.staticflickr.com/4104/5194394266_cfbf249956_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=b7d09aae69159a63043f445b77863a6a1949f01c9560cfdf7e0a150556ee1ec7 secret=1d8845dab875af4f2893ebfa3e89c7346c77274efdfe3c7d71c7ae06ccd0ae30; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000315492-000000492282,covers/coco-000000315492-000000492282.png,secrets/coco-000000315492-000000492282.png,COCO 2017 val image 315492 | http://images.cocodataset.org/val2017/000000315492.jpg | Flickr http://farm9.staticflickr.com/8360/8286443047_b2755b5948_z.jpg,COCO 2017 val image 492282 | http://images.cocodataset.org/val2017/000000492282.jpg | Flickr http://farm4.staticflickr.com/3086/2567250393_eb51096d65_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=9d47be6fd48e9a2de54930ebee7514df920d9cebf38bafee643e76a58798013d secret=9d3f32bb93adf432173ff294315d7632e8a9947b40650d0e8480e0c95216ab8c; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000252219-000000292005,covers/coco-000000252219-000000292005.png,secrets/coco-000000252219-000000292005.png,COCO 2017 val image 252219 | http://images.cocodataset.org/val2017/000000252219.jpg | Flickr http://farm4.staticflickr.com/3446/3232237447_13d84bd0a1_z.jpg,COCO 2017 val image 292005 | http://images.cocodataset.org/val2017/000000292005.jpg | Flickr http://farm5.staticflickr.com/4111/5056263040_d7a8a38df7_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=1cf48bddb1bcab80d9f4d18514ae438c3e4f57d18e80c4fbea9d5d22396f514a secret=eb999ee83cd9d5a9bdc0f3ded8e37ddf18d4b00525cd70c7a471dd5c79a5c432; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000306893-000000255965,covers/coco-000000306893-000000255965.png,secrets/coco-000000306893-000000255965.png,COCO 2017 val image 306893 | http://images.cocodataset.org/val2017/000000306893.jpg | Flickr http://farm3.staticflickr.com/2320/1716567943_1543348c2e_z.jpg,COCO 2017 val image 255965 | http://images.cocodataset.org/val2017/000000255965.jpg | Flickr http://farm7.staticflickr.com/6094/6277341642_28ebd749f2_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=3314e549507b84baf5d46ee1d042f32865b45e4b382f600445408bb00b7bda7d secret=c0b097a4efe69c75afd2e8e9552c0c112b17dfded7c8dfa314876790fc1ee8e8; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000263644-000000345356,covers/coco-000000263644-000000345356.png,secrets/coco-000000263644-000000345356.png,COCO 2017 val image 263644 | http://images.cocodataset.org/val2017/000000263644.jpg | Flickr http://farm8.staticflickr.com/7276/7857205982_aecc8b8a38_z.jpg,COCO 2017 val image 345356 | http://images.cocodataset.org/val2017/000000345356.jpg | Flickr http://farm1.staticflickr.com/58/195983274_6fb2676229_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=2a17dee4b96d83938c0d8880b53bb4a898e973a4c6806cbf7dbf21d9f40eee89 secret=6747504c0e3c993e6bf493a19bbd343e65685b2bfcd656302f1d5ab828c2a109; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000119445-000000358195,covers/coco-000000119445-000000358195.png,secrets/coco-000000119445-000000358195.png,COCO 2017 val image 119445 | http://images.cocodataset.org/val2017/000000119445.jpg | Flickr http://farm4.staticflickr.com/3098/3225259967_8e1c2723c4_z.jpg,COCO 2017 val image 358195 | http://images.cocodataset.org/val2017/000000358195.jpg | Flickr http://farm3.staticflickr.com/2749/4222767499_919d266f71_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=ef9c63a81758fdcbc4351eac736014c63e6677387051351771ed7183b55daa5d secret=6130b647946095659a441922ce1a47e32cfb0d8db65fc00ed67ce1acac83524d; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000440336-000000403385,covers/coco-000000440336-000000403385.png,secrets/coco-000000440336-000000403385.png,COCO 2017 val image 440336 | http://images.cocodataset.org/val2017/000000440336.jpg | Flickr http://farm4.staticflickr.com/3356/3490271591_e4923583b7_z.jpg,COCO 2017 val image 403385 | http://images.cocodataset.org/val2017/000000403385.jpg | Flickr http://farm4.staticflickr.com/3526/3768289025_b29315b582_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=e5c2df473a26427ae57950acec86d1e4d3a49cdf1a18d427cd1a354465408f00 secret=11632ed3fb470d62f7fe5f0445c4f10ec91225c4a820c95d1c3946af9426d4c7; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000516143-000000451155,covers/coco-000000516143-000000451155.png,secrets/coco-000000516143-000000451155.png,COCO 2017 val image 516143 | http://images.cocodataset.org/val2017/000000516143.jpg | Flickr http://farm8.staticflickr.com/7103/7209556862_8431c062d7_z.jpg,COCO 2017 val image 451155 | http://images.cocodataset.org/val2017/000000451155.jpg | Flickr http://farm4.staticflickr.com/3661/3484414533_7f9827c52e_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=dfb9978fb742680c4d5eabda1c8966cca24687eb084a017830764fc37dc51726 secret=783b4f30e6556f21e41aa9aee177dfb102efd1cfce8cb08cf357ffdd44f361e1; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000098392-000000343706,covers/coco-000000098392-000000343706.png,secrets/coco-000000098392-000000343706.png,COCO 2017 val image 98392 | http://images.cocodataset.org/val2017/000000098392.jpg | Flickr http://farm3.staticflickr.com/2502/4159425709_43b95a16d7_z.jpg,COCO 2017 val image 343706 | http://images.cocodataset.org/val2017/000000343706.jpg | Flickr http://farm9.staticflickr.com/8178/8000388977_c06c12e5e6_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=c976adf7599725c1bab7fbae692611501e7a33fb5e182c3e301f985205340ecf secret=4207680ffcb21507f686d815a1119b4f7d1d70b1a766addbd0d0f15cc31cc493; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000412362-000000147745,covers/coco-000000412362-000000147745.png,secrets/coco-000000412362-000000147745.png,COCO 2017 val image 412362 | http://images.cocodataset.org/val2017/000000412362.jpg | Flickr http://farm7.staticflickr.com/6055/6220306659_5f590c47cf_z.jpg,COCO 2017 val image 147745 | http://images.cocodataset.org/val2017/000000147745.jpg | Flickr http://farm8.staticflickr.com/7237/7160109697_fdb3a01c97_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=f128deccbf3e1043c473351db3d0510e6ecc82329600e41938b31615f30bb4a1 secret=2297abddf7dbbcbf4be69b6e950b7bb3ff5cdc31834820c427a1599ed656ef16; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000236784-000000397133,covers/coco-000000236784-000000397133.png,secrets/coco-000000236784-000000397133.png,COCO 2017 val image 236784 | http://images.cocodataset.org/val2017/000000236784.jpg | Flickr http://farm3.staticflickr.com/2380/2222474135_825753ebbd_z.jpg,COCO 2017 val image 397133 | http://images.cocodataset.org/val2017/000000397133.jpg | Flickr http://farm7.staticflickr.com/6116/6255196340_da26cf2c9e_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=cdd94432188f912462ec36a51f6e17efe537e472ef427654d37f26cf76bea4e7 secret=09e1d25c75f7879bdaa69c327fece5cabacd53939c8c2ef9e87f1c97a2e478c4; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000500257-000000526103,covers/coco-000000500257-000000526103.png,secrets/coco-000000500257-000000526103.png,COCO 2017 val image 500257 | http://images.cocodataset.org/val2017/000000500257.jpg | Flickr http://farm1.staticflickr.com/195/494680271_21c4c315c9_z.jpg,COCO 2017 val image 526103 | http://images.cocodataset.org/val2017/000000526103.jpg | Flickr http://farm9.staticflickr.com/8466/8075672344_8785868023_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=c39d6a908175616d1d1071632146a2862958779730739a943c9540ca5d4c9e69 secret=aa71fa226702833f76094ef8a732b7592c3227ce008f5647d3ede1bed3bb516e; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000340894-000000043435,covers/coco-000000340894-000000043435.png,secrets/coco-000000340894-000000043435.png,COCO 2017 val image 340894 | http://images.cocodataset.org/val2017/000000340894.jpg | Flickr http://farm1.staticflickr.com/63/198876231_494acc23d1_z.jpg,COCO 2017 val image 43435 | http://images.cocodataset.org/val2017/000000043435.jpg | Flickr http://farm4.staticflickr.com/3705/9683286086_a3e09af27b_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=3e3b877390b6f0cf1873444eae7912dea498ea6515ee60bd0a2fa6b7d5fc52fa secret=c3b039effaf2412a450faff11d2dd0c5f5ed0090d12d550ce7a0eab9cec51974; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000019924-000000414510,covers/coco-000000019924-000000414510.png,secrets/coco-000000019924-000000414510.png,COCO 2017 val image 19924 | http://images.cocodataset.org/val2017/000000019924.jpg | Flickr http://farm4.staticflickr.com/3407/3642510664_1c89fbc90a_z.jpg,COCO 2017 val image 414510 | http://images.cocodataset.org/val2017/000000414510.jpg | Flickr http://farm7.staticflickr.com/6011/5883783041_745340195b_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=b0bb42c6674456ecd9155b790a6a595646aacfe45ce80bd7667ac75fb7fe8bc8 secret=f6f2620707df79c606e0c1cfab462860ece49bee7768f0fb2dbdfac7bdf8346e; deterministic center-fit, Pillow L conversion, bicubic resize"
coco-000000167353-000000257896,covers/coco-000000167353-000000257896.png,secrets/coco-000000167353-000000257896.png,COCO 2017 val image 167353 | http://images.cocodataset.org/val2017/000000167353.jpg | Flickr http://farm9.staticflickr.com/8022/7178592902_5974224cac_z.jpg,COCO 2017 val image 257896 | http://images.cocodataset.org/val2017/000000257896.jpg | Flickr http://farm7.staticflickr.com/6051/6246523213_48ec2b50c3_z.jpg,redistribution_permitted,redistribution_permitted,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,CC BY 2.0 http://creativecommons.org/licenses/by/2.0/,coco2017-val-centerfit-bicubic-pillowL-v1,true,,"COCO source SHA256 cover=8e6737773e7548e3fc299c7dc5e255b5997c0b05e08423f016b277719e8232a0 secret=07e67ce7f02d5f5a66f79bfba8eb0fc42598d38fae55e353c22a59aca1be770c; deterministic center-fit, Pillow L conversion, bicubic resize"
